id,text,label,Comments
100869,"It is from the ages that the Cocoa farmers have been encouraged and infromed not to sell their farms to the illegal miners, so as to help the government fight against the work of these people who are popularly known as galamsey people.","Kɛjɛ yinɔi ni eho lɛ amli tɔ̃ɔ lɛ, awo okwaafoi ni ji okwaafoi lɛ hewalɛ, ni amɛjɛɛɛ amɛsuɔmɔ mli amɛhɔ̃ɔ amɛ ŋmɔji lɛ amɛhaaa mɛi ni yɔɔ hei ni mla eŋmɛɛɛ amɛ gbɛ lɛ, bɔni afee ni amɛye amɛbua nɔyeli lɛ ni amɛwuu amɛshi nɛkɛ gbɔmɛi nɛɛ anitsumɔ ni ale waa akɛ mɛi ni he gbɛi waa lɛ.",
55092,The officials had a strategic meeting at Hoter desert breeze.,Maŋ onukpai lɛ yɛ kpee ko ni sa jogbaŋŋ yɛ Hoter kɔɔyɔɔ lɛ mli.,
56505,Verbal interviews have been invited for the listed programs under the medical college,Saji ni abaabi hiɛ kɛ hiɛ ji nɔ ko ni afɔ nine akɛ afee kɛha mɛi ni kaseɔ gbɔmɔtso lɛ he nii lɛ yɛ skullɛ,
63269,Her option of lowering prices to entice more customers failed.,Etse enibii lɛ anɔ moŋ shi enaaa mɛi ahe.,
103195,"They reigned until the Danish forces encamped at the Swedish Castle and their main settlement at Cape Coast, known as the Carolusburg Castle, defeating the Swedes in the battle and taking both the government and the Osu Castle from their hands in 1663.","Amɛye nɔ kɛya shi Denmark asraafoi lɛ babɔ ŋsara yɛ Swedenbii amɔɔŋ kɛ amɛshihilɛhe titri lɛ yɛ Cape Coast, ni ale akɛ Carolusburg Castle, ni amɛye Swedenbii lɛ anɔ kunim yɛ ta  mli, ni amɛhe amɛnɔyeli lɛ kɛ Osu Castle lɛ kɛjɛ amɛdɛŋ yɛ afi 1663.",
57217,Reconciliation is an effective strategy for resolving conflicts.,Shaa ji ŋaa gbɛ ni mɔɔ shi ni atsɔɔ nɔ asaa béi.,
56448,Ghana's agricultural sector has received attention from foreign investors.,Ghana nidumɔ kuu lɛ egbala mɛi ni jɛ maji krokomɛi ni misumɔni amɛkɛ amɛ shika awo mli lɛ ajwɛŋmɔ,
59863,Leaders should take effort in fighting against non-communicable diseases.,"Esa akɛ hiɛnyiɛlɔi lɛ afo jeŋba he mla lɛ sɛɛ, amɛfee ekome ni amɛfee ekome kɛha sɔɔmɔ ni ahaa eyaa hiɛ lɛ.",
56028,There is an increase of drug theft in Ghanaian hospitals.,Tsofai ni ajuɔ yɛ helatsamɔ hei ni yɔɔ Ghana lɛ yibɔ etee ŋwɛi,
100714,"The sad incidence occurred on Monday, September 12, 2022 at Redmond in Australia.","Mɔbɔ sane lɛ ba yɛ Ju, Gbo nyɔŋma kɛ enyɔ, afi apkei enyɔ nyɔŋmai enyɔ kɛ enyɔ yɛ Redmond yɛ Austrailia",
57210,Rear domestic animals at home if you can.,"Kɛ ooonyɛ lɛ, okɛ shia kooloi aya shia.",
60955,People are not accepting the results from the party elections.,Mɛi sumɔɔɔ ni amɛ bakpɛnɛ nɔ ni jɛ maŋkwramɔŋ oshiki fɔɔ lɛ mli.,
59659,It's advisable to invest in a pilot study before doing any research.,Nilee yɛ mli akɛ okɛ ohe aaawo nikasemɔ ko ni nilee bɛ mli mli lɛ mli dani otao nii amli,
100374,"Starting from the top of your breasts, make sure you press your three fingers all the way around your nipples.","Kɛ oje shishi kɛjɛ ofufɔ lɛ yiteŋ lɛ, no lɛ kwɛmɔ ni oha owaobii etɛ lɛ atsɔ ofufɔ naabu lɛ toi nɔ fɛɛ.",
102845,"These include a protein called hemoglobin, which is a key factor in blood formation.","Nibii nɛɛ ekomɛi ji protein ni atsɛɔ akɛ hemoglobin lɛ, ni eji nɔ oti ni waa yɛ labɔɔ mli.",
55197,The people of Nyankomase will have a proper sewerage system in the area.,Mɛi ni yɔɔ Nyamkomase maŋ lɛ mli lɛ baana niyenii kpakpa yɛ jɛmɛ.,
56436,Ghana police have been accused of suppressing press freedom.,Afo Ghana polisifoi lɛ anaa akɛ amɛhaaa adafitswalɔi ana heyeli,
99893,"Ghanaian President Nana Addo Dankwa Akuffo Addo has signed a petition saying he cannot sit by others for turning them into forests, although he himself appointed Mr Charles Adu Boahen as the Minister of State for Finance the elders say, ""The fox said I had eaten, but I ate it.","Ghana Maŋhiɛnyiɛlɔ Nana Addo Dankwa Akuffo Addo kɛ enine ewo wojiaŋ shishi kɛ wiemɔ akɛ enyɛŋ eta shi ni mɛi krokomɛi atsɔmɔ amɛ koo, eyɛ mli moŋ akɛ lɛ diɛŋtsɛ ewo owula Charles Adu Boahen akɛ Maŋsɔlɔ ni damɔ maŋ lɛ Shika saji anaa taakɛ onukpai kɛɛ lɛ, "" ŋaaŋgbee lɛ kɛɛ akɛ miye nii momo, shi miye"" lɛ.",
56982,Plant more trees in order to preserve the environment.,Kɛ́ tsei fa babaoo bɔni afee ni baa shikpɔŋ lɛ yi.,
57628,Some cattle keepers move from one place to another looking for grass and water.,Kooloi akwɛlɔi komɛi shiɔ kɛjɛɔ he kome kɛyaa he kroko ni amɛtaoɔ jwɛi kɛ nu.,
57498,She invited her grandmother to live with her in the house.,Efɔ enaa nine kɛba shia lɛ mli.,
58700,The district youth have been advised against laziness.,Awo oblanyo ni yɔɔ kpokpaa  lɛ nɔ lɛ ŋaa ashi abui.,
61365,A new council leader was appointed to replace the old one.,Ajie amlalo hiɛnyiɛlɔ ehee kɛ wo  amlalo momo lɛ najiaŋ.,
62850,Government programs are for the good of the general public.,Amralo yɛ kɛha maŋ muu lɛ fɛɛ.,
55936,There has been a national black out for three hours.,Maŋ muu lɛ fɛɛ bɛ kane ŋmɛlɛtswai etɛ,
61550,All people are obliged to follow the country's laws all the time.,Esa ni Maŋbii  aye mla nɔ befɛɛbe,
60182,Men lack the income to send their wives for antenatal care.,Hii bɛ nyɔmɔwoo ni baaha amɛke amɛŋamɛi aya hɔlɔi helatsamɔhe sramɔ.,
62919,He assured his members success in the coming elections and vowed to unite the party and the party members were warned upon changing to other parties due to different ideologies.,"Ema nɔ mi eha emli bii lɛ akɛ, afɔ̃ oshiki aha amɛ, ni ewo shi akɛ ebaafee kuu lɛ ekome, ni abɔ kuu lɛ mli bii lɛ kɔkɔ akɛ amɛtsake kɛba kui sɔrɔtoi ashishi.",
101261,"If you find a palm tree that is yet to be tapped but has been marked with paint, then it means someone has bought the palm trees and is yet to start working on it so no one else has the right to it.","Kɛ ona tɛŋ tso ko ni kpaako abaaloo, shi akɛ mama ekpa nɔ lɛ, no lɛ etsɔɔ akɛ mɔ ko ehe tɛŋ tsei lɛ ni kpaako ebaabɔi nitsumɔ yɛ nɔ, no hewɔ lɛ mɔ ko mɔ ko bɛ hegbɛ akɛ efeɔ nakai.",
61491,"After a long day at school, I always relax on the couch and then watch my favorite TV show.","Kεji mijε skul miba ni etכ mi lε, mijככ mihee yε sεi ko mli kεkε lε mikwε nibii ni misumככ waa fe fεε ni ajiεכ yε tv nכ lε.",
55635,"The task was completely finished, leaving no loose ends.","Agbe nitsumɔ lɛ naa kwraa, ni ashiii eko.",
58591,The district health department should inform people that human immune virus is real.,Esa akɛ kpokpaa  nɔ helatsamɔhe lɛ aha mɛi le akɛ adesa gbɔmɔtso mli hela ji nɔ ko ni yɔɔ diɛŋtsɛ.,
54898,The minister urged universities to start online learning.,Minister lɛ kɛɛ University akɛ amɛ bɔi online nekasɛmɔ .,
104636,"Teachers, try to use encouragement in your teaching.","Tsɔɔlɔi, nyɛbɔa mɔdɛŋ nyɛwoa hewalɛ yɛ nyɛnitsɔɔmɔi amli.",
58345,The community is able to get the food cheaply since it is grown locally.,"Kɛha akɛ akusto lɛ duɔ nibii lɛ, enaa niyenii ni jara waa kwraa.",
60306,Most girls worry about what to do if they get their monthly period at school.,Yei babaoo feɔ basaaa kɛha nɔ ni amɛbaafe kɛji amɛfee yei anii yɛ skul.,
100755,"One of the important aims of the government is to help eradicate bribery and corruption, and looking at this issue very well, it was as a result of this act.","Oti ni he hiaa waa ni nɔyeli lɛ kɛma ehiɛ lɛ ateŋ ekome ji ni eye ebua kɛjie juu-kɛ-fɔ kɛjɛ shihilɛ mli, ni ekwɛ sane nɛɛ jogbaŋŋ, yɛ nifeemɔ nɛɛ hewɔ.",
59878,Learning is the best part of life a child will miss in future.,"Kɛ́ gbekɛ ko kase nii lɛ, eshihilɛ baafee nɔ ni hi fe fɛɛ wɔsɛɛ.",
58773,The external firm is auditing the finance books.,Nɔ ni yɔɔ sɛɛ ji shika he woji lɛ.,
58534,The district committee allocates government funds to various sectors.,Kpokpaa ajinafoi akuu lɛ kɛ nɔyeli lɛ shika woɔ kui sɔrɔtoi amli.,
62258,"Do you remember the late village chief? He walks with his hat on the head, recalling a specific characteristic of the deceased chief.","Ani okaiɔ maŋ lɛ maŋtsɛ  ni etsɔ esɛɛ lɛ? Ebuɔ  fai yɛ eyitso nɔ ni ekɛ nyiɛɔɔ, ekai nɛkɛ su nɛɛ yɛ maŋtsɛ ni etsɔ esɛɛ lɛ.",
62707,"For updates on the football club, watch the club's press conferences.","Kɛha nibii ni kɔɔ bɔɔlutswaa kuu lɛ h lɛ, kwɛmɔ kuu lɛ sanegbaa gwabɔɔi amli.",
103054,"We cut down trees unnecessarily, burn fires anyhow, kill animals violently, and plant food with pesticides.","Wɔfolɔɔ tsei kɛkɛ, shaa nii basabasa, gbeɔ kooloi gidigidi, ni wɔduɔ niyenii kɛ tsofai.",
104727,"Before we answer this question, let’s first talk about some of the benefits of pepper.","Dani wɔbaaha sanebimɔ nɛɛ hetoo lɛ, klɛŋklɛŋ lɛ wɔwie shitɔ hesɛɛnamɔi komɛi.",
61347,A market vendor complained about the way tax collectors harassed her.,Jara nɔ nitsulɔ ko ye ŋkɔmɔ yɛ bɔ ni toohelɔi lɛ hao  lɛ eha.,
57634,Some children dropped out because of poor grades.,Gbekɛbii komɛi ku amɛsɛɛ yɛ ŋaa kpakpa ni amɛbɛ lɛ hewɔ.,
61860,Buyers have a choice to buy whatever they want.,Nihelͻi yɛ hegbɛ akɛ amɛbaahe nͻ fɛɛ nͻ ni amɛtaoͻ.,
55644,The teacher was expected to lead the English seminar on Tuesday.,Akpa tsɔɔlɔ lɛ gbɛ ni ehiɛ blɔfo nifeemɔ lɛ hiɛ Jufɔ,
60110,Many widows and vulnerable children reside in this region.,Yei okulafoi kɛ gbekɛbii babaoo ni bɛ hebuu ko yɛ kpokpaa nɛɛ nɔ.,
100151,"After the arrest of the child's parents, the child has been taken into police custody.","Sɛɛ mli ni amɔ gbekɛ lɛ fɔlɔi lɛ, polisifoi ewo gbekɛ lɛ tsuŋ.",
99909,"But the Deputy Minister of Labour, Bright Wereko-Brobbey in an interview with Citi News, said the weather is not intentionally good for these unions to turn their backs on them.","Shi 'Deputy Minister of Labour, Bright Wereko-Brobbey yɛ sanebimɔi kɛ naajiemɔ yɛ 'Citi News' wie akɛ bɔ ni je lɛ shikãmɔ efee lɛ ehiii akɛ kui nɛɛ atsɔmɔ amɛsɛɛ yɛ amɛnɔ.",
60952,People are living in extended families due to high rental prices in Accra,Mɛi yɛ amɛ weku agbo ashia kɛha tsu nyɔmŋwo gojoo ni yɔɔ Accra.,
59628,"It is worth noting that towns are integral parts of the district, and the availability of a market for crops presents opportunities for farmers","Eji nɔ ni sa kadimɔ waa akɛ maji lɛ ji kpokpaa lɛ mli hei ni ehe hiaa waa, ni bɔ ni anaa ŋmɔshi nibii ahaa lɛ haa okwaafoi náa hegbɛi",
60745,Organizations have helped to settle conflicts with in the country,Gbɛjianɔtoi kui srɔtoi eye ebua koni asaa béi niyɔɔ maŋ lɛ mli.,
63230,Health workers are trying their level best to save people's lives.,Helatsamɔ nitsulɔi lɛ miifee nɔ fɛɛ nɔ ni amɛbaanyɛ kɛ here mɛi ayi wala.,
56178,They discussed development strategies for our community.,Amɛsusu gbɛi ni akutso lɛ baatsɔ nɔ aya hiɛ lɛ he,
100955,"Because naming ceremony is a special culture, they have things that they use for the custom.","Akɛni gbɛi woo ji kusum nifeemɔ krɛdɛɛ ko hewɔ lɛ, amɛyɛ nibii ni amɛkɛtsuɔ nii kɛhaa kusum nifeemɔ lɛ.",
57295,Restocking is done in a participatory manner which involves local authorities and traditional leaders.,Afeɔ bai yɛ gbɛ ni maŋ onukpai kɛ maŋ onukpai kɔɔ he lɛ nɔ.,
58583,The district has to devise ways to control the school dropouts.,Esa akɛ kpokpaa  lɛ atsɔ gbɛ̀i anɔ aha skul lɛ aya nɔ jogbaŋŋ.,
61671,Are kiosks and factories more important than forests?,Ani kiosks kɛ nitsumɔi ahe hiaa fe kooi?,
62110,Corruption is one of the major factors that has slowed development in Ghana.,Juu ji nɔ ko ni haaa Ghana aya nɔ jogbaŋŋ.,
56610,We should not encroach on game reserve land.,Esaaa akɛ wɔduɔ tsɔne yɛ hei ni aŋmɛɛɛ gbɛ yɛ lɛ,
62749,Funds are required in order to respond to emergencies.,Shika he hia bɔ ni afee ni atsu naagbai ni baa trukaa ahe nii.,
58786,The father's union is aimed at drawing men in the church.,Tsɛ lɛ ekomefeemɔ lɛ damɔ hii ni yɔɔ sɔlemɔ lɛ mli lɛ ni gbalaa amɛ lɛ nɔ.,
59549,It is expensive to buy fish fries from private individuals.,Ejara wa akɛ aaahe looi kɛjɛ aŋkroaŋkroi aŋɔɔ,
101382,"This shocked her so much that she even considered taking her life, as she couldn't see any way she could support herself with that little money each month.","Enɛ fee lɛ naakpɛɛ ahu akɛ eto eyiŋ akɛ ebaafo ewala nͻ, akɛni enaaa bͻ ni efeͻ ehe ni ekwɛ ehe kɛ shika fioo ni enaa daa nyͻͻŋ lɛ.",
57097,Poverty is one of the causes of bribery in the police.,Ohia ji nibii ni kɛ shika lɛ baa polisifoi lɛ ateŋ ekome.,
55036,The next generation will be full of young leaders,Yinɔ ni baa lɛ mli eyi obɔ kɛ oblahii kɛ oblayei onukpai.,
57631,Some children are forced to work so as to raise money for school fees.,Anyɛɔ gbekɛbii komɛi anɔ ni amɛtsuɔ nii bɔni afee ni amɛná shika kɛha skul shika.,
56552,Watering enables farmers to grow all types of crops throughout the year.,Nushwamɔ haa okwaafoi duɔ nii afi lɛ fɛɛ,
103094,"But sometimes some major earthquakes can happen, destroying things and causing some people to lose their lives through it.","Shi be komɛi lɛ, shikpɔŋhosomɔ titrii nyɛɔ ebaa, efiteɔ nibii, ni ehaa mɛi komɛi gboɔ.",
101350,"I believe you have only heard of their well-being, and what of their fatigue?","Miheͻ miyeͻ akɛ onu amɛhilɛ-kɛhamͻ mli pɛ, ni amɛtͻlɛ hu?",
57060,Politicians are all advocating for the respect for human rights,Maŋbii lɛ fɛɛ miiwo mla yɛ bulɛ ni amɛyɔɔ kɛha hegbɛi ni adesai yɔɔ lɛ he.,
101662,"He further stated: ""As leaders of the traders union, we have advised our followers to voluntarily reduce the prices of their products until the cedi stabilizes.","Etee nɔ ekɛɛ akɛ: ""Ákɛ jarayelɔi akuu lɛ hiɛnyiɛlɔi lɛ, wɔwo wɔ sɛɛnyiɛlɔi lɛ ŋaa koni amɛjɛ amɛsuɔmɔ mli amɛba amɛ nibii ni jara wa lɛ shi kɛyashi be mli ni sidii shika lɛ aaaba shi.",
59675,It's the Bishop's responsibility to appoint new leaders for various churches.,Gbɛnaa nii kã Osɔfonukpa lɛ nɔ akɛ ehala hiɛnyiɛlɔi heei kɛha sɔlemɔi srɔtoi.,
61446,A woman was arrested for burning her child's fingers because of stealing food.,Amɔ yoo fɔyoo ni sha ebi wao ejakɛ eju niyenii.,
57735,Some people do not wish well for others.,Mɛi komɛi taooo mɛi krokomɛi ekpakpa.,
57327,Roads leading to trading centers should be worked on.,Esa ákɛ akɛ gbɛ̀i ni atsɔɔ nɔ kɛyaa jara nɔ lɛ atsu nii.,
62993,"He has enough land to rear cattle, enabling him to engage in livestock farming effectively.","Eyɛ shikpɔŋ saŋŋ ni ekɛbaakwɛ tsinai, ni no ha enyɛ ekɛ ehe wo ŋmɔ mli nitsumɔ mli jogbaŋŋ.",
104693,"What they did was, they went and cut a tree called kyenkyen and beat it to make them as soft as sponge, and they dry them in the sun for it to dry.","Nɔ ni amɛfee lɛ ji akɛ amɛyafo tso ko ni atsɛɔ akɛ kyenkyen ni amɛshimɔ lɛ kɛyashi efee bɔdɔɔ tamɔ kotsa,ni amɛka yɛ hulu lɛ nɔ koni egbi.",
55355,The presidential elections will be conducted next year in January.,Oshikifɔɔ kɛha maŋhiɛnyiɛlɔ halamɔ lɛ baaya nɔ yɛ Aharabata nyɔŋ lɛ mli afi ni baa nɛɛ,
63153,He was imprisoned and reappear in court on December fifth two thousand eighteen.,Awo lɛ mɔŋ ni ejie ehe kpo yɛ kojomɔ he lɛ Afuabe gbi ni ji enumɔ yɛ afi 2018 lɛ mli.,
60280,More should be done to conserve our environment for future generations.,Esa akɛ afee nibii pii kɛ ye abua nibii ni ebɔle wɔhe kɛha wɔsɛɛ abii.,
60632,Older people have equal rights like other people.,Mɛi ni egbɔi hu yɛ hegbɛi namɔ pɛpɛɛpɛ tamɔ bɔni mɛi krokomɛi hu yɔɔ lɛ.,
63297,His farming business has helped him educate his children.,Enitsumɔ lɛ eye ebua lɛ ni ekwɛ  ebii lɛ asukuuyaa nɔ .,
61060,People have been vaccinated to control Ebola disease.,Agbu mɛi koni akɛ kwɛ ni aba Ebola hela  lɛ shi.,
55008,"The natives of Simpa (Winneba) adore and hold in high esteem their principal deity, Penkye Otu, for leading their ancestors through the arduous journey from Timbuktu to their present settlement.","Mɛi ni yɔɔ Shina (Winneba) maŋ lɛ mli lɛ kɛ bulɛ ni mli kwɔ haa amɛ nyɔŋmɔ ni fe fɛɛ lɛ, ni ji Penkye Otu, koni amɛnyiɛ amɛ blematsɛmɛi lɛ ahiɛ kɛtsɔ gbɛ ni wa ni jɛTimbuktu lɛ mli kɛba amɛmaŋ tsu lɛ mli ŋmɛnɛ lɛ nɔ.",
58191,The bushbuck is sacrificed and this signifies the start of the Aboakyer festival.,Akɛ adowa lɛ shiɔ afɔle ni enɛ tsɔɔ Aboakyer Afiyeli lɛ shishijee.,
103005,The issues of life and this world can make one overly anxious.,Wala mli saji kɛ je nɛɛ mli baanyɛ eha mɔ afee yeyeeye fe nine.,
59712,It's the government's responsibility to educate farmers on the best practices in agriculture.,Eji nɔyeli lɛ gbɛnaa nii akɛ etsɔse okwaafoi yɛ okwaayeli nifeemɔi ni hi fe fɛɛ lɛ amli.,
102846,"Besides, some nutrients like vitamins B12 and B9 are also important.","Kɛfata he lɛ, niyenii amli hewalɛ tamɔ vitamin B12 kɛ B9 lɛhu he hiaa.",
55865,Their contract will end in two thousand seventeen.,Amɛ gbeekpaamɔ lɛ sɛɛ baafo yɛ afii akpei enyɔ kɛ nyɔŋma kɛ kpawo,
60123,Marriage is not about eating and drinking but seeking blessings from God.,"Gbalashihilɛ jeee niyeli kɛ ninumɔ, shi moŋ eetao jɔɔmɔi ni jɛ Nyɔŋmɔ ŋɔɔ",
56995,Police are at times able to recover stolen items.,"Yɛ bei komɛi amli lɛ, polisifoi shiɔ nii lɛ nyɛɔ amɛnaa nibii ni áju.",
59645,It was a decision made by the district leaders.,Eji yiŋkpɛɛ ko ni kpokpaa wulu nɔ hiɛnyiɛlɔi lɛ fee.,
60231,Money given to people by politicians should instead be used to improve community services.,"Esa akɛ, akɛ shika ni mɛi kɛhaa maŋkwralɔi aye abua yɛ akusto nifeemɔ amli.",
54952,The ministry will do countrywide sensitization on Ebola prevention,Ministry baa fɛ sensitization yɛ manŋmʋ lɛ nɔ kɛha Ebola hiekpatamɔ.,
57135,Priests should not fear surrendering the body of Christ to an infected person.,Esaaa akɛ osɔfoi lɛ sheɔ gbɔmɔ ni emɔ lɛ lɛ gbeyei.,
60817,Parents are encouraged to create safe environments for their children.,Awo fɔlɔi hewalɛ koni amɛha amɛbii shihilɛ kpakpa.,
61293,A fence was built around the main hospital.,Amɛ ma afabaŋ kɛ bɔlɛ helatsamɔhe,
58490,The deceased's relatives can decide where to bury their loved one.,Mɔ ni egbo lɛ wekumɛi baanyɛ akpɛ eyiŋ yɛ he ni ebaafu esuɔlɔ lɛ yɛ.,
57744,Some people have gone back to their villages after public transport resumed.,Mɛi komɛi ku amɛsɛɛ kɛtee amɛ akrowai lɛ amli ekoŋŋ.,
99954,Let's Take A Look At Some Types Of Diseases That Can Affect The Urinary Intestine.,Ha wɔkwɛ helai henɔi komɛ ni baanyɛ agba shamɔtɔ lɛ naa.,
60097,"Many teens use drugs and alcohol, but very few realize the risks.","Oblahii kɛ oblayei babaoo kɛ tsofai fɔji tsuɔ nii, shi amɛteŋ mɛi fioo pɛ yɔseɔ oshara ni yɔɔ he.",
56377,"Tragically, he was killed by his own son, highlighting the need for greater awareness and training to prevent such incidents.","Dɔlɛ sane ji, ebinuu nɔŋŋ ni gbe lɛ, Ni enɛ haa anaa nɔ hewɔ ni esa akɛ atsɔɔ nii koni nibii nɛɛ akaba",
55560,The Second Anglo-Ashanti War broke out in 1863 and lasted until 1864.,Anglo-Ashanti ta ni ji enyɔ lɛ je shishi 1863 ni etee nɔ kɛyashi 1864,
56999,Police are investigating the cause of his death.,Policefoi ŋkwɛ sane ni baa ni egbo lɛ.,
101567,"He explained that it has been four years since the incident, and he is now determined to write an official police statement to ensure that Agradaa does not go unpunished. He continued that Agradaa has threated him and broadcasted his naked pics on television","Egbala mli etsͻͻ akɛ afii ejwɛ sͻŋŋ nɛ ni sane nɛɛ ba, ni efee kralo ni ebaaŋma wolo yɛ he kɛtsͻͻ polisifoi lɛ bͻ ni afee ni agbala Agradaa toi. Etsa ekɛɛ akɛ Agradaa ewo ehe gbeyei ni eha mɛi ena eyayaŋ yɛ tɛlɛvishiŋ nͻ yɛ mfonirii komɛi ni eshashai.",
61704,As people migrate to safer places changes in buying of goods are seen.,"Bɛ mli ni gbɛmɛi faa kɛ yaa maŋ konkron nɔ, ni hemɔ yaa hie",
57841,Some young people don't know some cultural beriefs.,Gbekɛbii komɛi lé kusumii komɛi.,
57901,Stubborn students are expelled from school. Which university did you graduate from?,Ashwieɔ nikaselɔi ni afɔ amɛ mu lɛ kɛjɛɔ skul.,
62150,Culture is also among the reasons influencing alcohol consumption in communities.,Kusumii hu fata nɔ hewɔ ni anuɔ dãa ni naa wa yɛ maŋ lɛ mli..,
55308,The politicians are collecting the signatures for the petition.,Maŋkralɔi lɛ miihe waonaagbɛi kɛha nibimɔ lɛ,
55034,The news anchors arrived at the scene late.,Sane lɛ mli tii ba shi.,
62940,"He could not figure out where the bad smell in the house was coming from, and my sister's murderers have never been arrested.","Elé heni shia lɛ mli nibii fɔji lɛ baa kɛjɛɔ, ni akpɛlɛɛɛ minyɛmi yoo lɛ mɛi ni gbeɔ gbɔmɔ lɛ anɔ kɔkɔɔkɔ.",
56884,"People want to process, preserve and maintain fisheries products.","Gbɔmɛi miitao ni amɛfee nii, amɛbaa nibii ni ahɔɔ yɛ niji ŋshɔ loo nibii.",
61187,People only eat fish and this has caused malnutrition.,Mɛi yeɔ loo pɛ ni enɛ eha amɛna niyenii kpakpa ni anaaa hela,
61236,People should not be allowed to access the quarry to avoid accidents.,Esaaa ni aŋmɛɛɛ gbɛ ni mɛi yaa tɛgbamɔhei koni oshara ko aka nina amɛ.,
59312,Illegal logging is a big business in Northern Ghana.,Tsofai ni amɔmɔ awo kpãa nɔ ji nitsumɔ wulu ko ni atsuɔ yɛ Northern Ghana,
100740,"In his sentenced letter, the action of this man is against the Ekiti Children's Foundation law which was made in 2012 Act 32 section 2.","Yɛ ewolo ni abu lɛ fɔ lɛ mli lɛ, nuu nɛɛ nifeemɔ lɛ teɔ shi ewoɔ Ekiti Children's Foundation  mla ni akɛha yɛ afi akpei enyɔ nyɔŋma kɛ enyɔ lɛ. Mla Lɛ Asaji nyɔŋmai etɛ kɛ enyɔ Fa Enyɔ",
54804,The Lunsi play a role in preserving Dagbon's oral history.,Dagbon blema sajin lɛ lunsi ji mɔne bʋɔ hi afabaŋ.,
57894,Strategies have been laid to help to improve sanitation.,Awo mɛi ni yeɔ mɛi awui lɛ ashi akɛ amɛye amɛbua ni aya hiɛ.,
60643,"On several occasions, institutions have been closed because of students misbehaviour.","Yɛ bei babaoo mli lɛ, aŋamɔɔ nikasemɔhe srɔtoi yɛ nikaselɔi anifeemɔi ahewɔ.",
55130,The organization has provided equipment to start the process.,Kuu lɛ kɛ tsɔnei eha koni akɛje nitsumɔ lɛ shishi.,
59128,I anticipate bringing this picture answers why they were searching for me.,Miikpa gbɛ akɛ mikɛ nɔ hewɔ ni amɛtaoɔ mi lɛ baaha mi,
104557,"If a land's carbon is measured, it depends on the types of crops and crops growing there.","Kɛji asusu shikpɔŋ ko carbon yibɔ lɛ, edamɔɔ ŋmɔshi nibii srɔtoi kɛ ŋmɔshi nii ni miikwɛ̆ jɛmɛ lɛ anɔ.",
59274,If roads flood with water then transport will be greatly affected,Kɛ́ nu ni hoɔ yɛ gbɛjegbɛi anɔ yɛ nakai beaŋ lɛ baaná hewalɛ waa,
61715,At how much did you acquire your piece of land?,Enyiɛ nɔŋŋ ni onine shɛ o shikpɔŋ lɛ nɔ?#Wrong translation,
57903,Student leaders have a platform to speak to their fellow students.,Okwaafonyo lɛ mli onukpai yɛ wiemɔ kpoku ko ni amɛkɛ amɛnanemɛi skulbii lɛ aaawie.,
