id,text,label,Comments
43262,"Ebinom fa nneyɛeɛ a ɛsɛ sɛ yɛda no adi ma yɛn nsa ka apɔmuden pa ho, ebinom fa nnuane a ɛsɛ sɛ yɛdi, nnuro a ɛsɛ sɛ yɛtumi fa ne dodoɔ a ɛtwa sɛ yɛde kɔ yɛn nipadua mu ho.","Some are about the behaviors we need to exhibit to achieve good health, others are about the foods we need to eat, the medications we need to be able to take and the amounts we need to take into our bodies.",
42693,"Ɔwie a, na wɔahwie nsa no bi agu tɔmmrɛ mu na wɔasan ahwie nsuo no bi nso agu tɔmmrɛ no foforɔ mu.","after, they pour alcohol in calabash and pour water too in calabash.",
41386,"Nanso ne nyinaa mu no, ɛsɛ sɛ ɔma ne ho yɛ den sɛ sonowedeɛ.","In the mist of everything, she needs to develop elephant skin to withstand it",
43468,"Deɛ ɛka ho bio nso ne sɛ, awia nna tumi boa ma ɛduru anadwo a onipa tumi da hatee ɛfiri sɛ, nipadua no tumi nya berɛ dwodwo ne ho sɛdeɛ ɛsɛ.","In addition, daytime sleep can help to bring about a better night's sleep because the body can have time to relax properly.",
45555,Vaetamɛn C a ɛwɔ nsafufuo mu a yɛadi kan aka ho asɛm no boa ma onipa akwaa ahodoɔ no tumi yɛ adwuma yie.,The Vitamin C that said already said to be in palm wine help the immune system to function properly.,
44098,Ne wedeɛ mu taa yɛ no hodwoo.,His body is often weak.,
41876,"Afa mmienu yi hyiaeɛ no, wɔn mmienu nyinaa gyee 15% COLA no too mu maa ɛyɛɛ aseɛ dii dwuma Kitawonsa 1, 2022 mu.","The two sides met and both agreed to the 15% COLA effective October 1,",
44048,Ɔsuaa mmara wɔ London suapɔn mu.,He studied law at the university of London.,
45142,Hwɛ sɛ ntɛm pa ara wobɛhunu wo dɔkota berɛ a nsɛnkyerɛnneɛ a yɛabobɔ so yi bi reda adi wɔ w'ani so no.,Make sure you see your doctor as soon as possible when any of the symptoms listed above are appearing in your eyes.,
42678,"Kyerɛ sɛ, wɔrekɔyi no apue ama ɔtan a ɛne sɛ obiara ntumi nkɔsra wɔn no atwam.",meaning they are going to unveil them so that everyone one can visit her.,
41976,"3. Dwonsɔ no nto see sɛdeɛ ɛsɛ sɛ ɛyɛ no, mmom berɛ a ɔregu nsuo no, dwonsɔ no fa ne barima no ho ma ɛtumi fɔ n'atadeɛ nhyɛaseɛ no mpo.","3. The bladder does not see as it should, but during ejaculation, the bladder touches her penis so that it can even touch the bottom of her garment.",
46100,Na ɛno tumi hinhim awadeɛ no yie.,and that can shake the marriage.,
40798,"Ɛsiane sɛ na wɔpɛ sɛ wɔde WAEC mmara a ɛkyerɛ sɛ, sɛ wɔhyɛ nsɔhwɛ no ase a simma aduasa akyi ɛsɛ sɛ wɔtoto adan ahodoɔ a wɔretwerɛ nsɔhwɛ no wɔ mu no apono mu nti, ɛbɔɔ awia 1:30 ara pɛ na akyerɛkyerɛfoɔ yi de ɔseɛ yɛɛ ɔyɔ totoo apono no mu.","Because they wanted to follow the WAEC rule which says, students would not be allowed in the examination hall thirty minutes after time, when it was exactly 1:30pm, the teachers locked up the examination halls.",
42824,"Ɔdii wɔn anim ne wɔn kɔɔ Kumase, na wɔde ntoma yi kyerɛɛ Asantehene, Otumfoɔ Ɔpemso Ɔsɛe Tutu I.","He led them to Kumasi to show the fabric to the Ashanti King, Otumfuor Opemso Osei.",
41506,"Yei ne deɛ ɔkaeɛ, ""Berɛ a ɛtwa toɔ a yɛhyiaa mu no Mmaranimfoɔ panin yi maa yɛn aso tee sɛ wayɛ krado. Afei a yɛahyiam wɔ ha yi ɔse n'ahoboa nsiiɛ.","Lawyer Alfred Tuah Yeboah stated, ""During our last sitting, the Attorney General indicated that all his documents are ready for prosecuting. Now, he is pleading for extra days.",
45891,"Wɔbɛtumi ayɛ saa a, ɛsɛ sɛ wɔsua nokorɛdie, wɔgyae ayɔnkogorɔ bɔne, na wɔda ahobrɛase ne obuo adi kyerɛ wɔn ahokafoɔ.","if you want to do this, then you need to learn to be truthful, you need to avoided any unguided friendship, and show humility and respect to your partner.",
40968,"Wↄnyaa owura yi a wↄkyerɛ sɛ ↄyɛ abarimaa ketewa yi papa a ne din de Richard Kofi yi Wukuada, Ahinime da a ɛtↄ so 5 no mu wↄ Oti Mantan mu, beaeɛ bi a wↄfrɛ hↄ Akaa Buem wↄ Jasikan.","The man, who is said to be the father of the little boy, Richard Kofi, was found on Wednesday, the 5th of October in Oti region, at a place called Akaa Buem in Jasikan.",
42316,"Wɔn nkuro bi ne Ɔfenso, Bɔnso, Bonwire, Kɔnɔngo, Kukurantumi, Dwesi ne Akyem Wankyi.","some of their towns are Ofenso, Bonso, Bonwire, Konongo, Kukurantumi, Dwesi and Akyem Wanky.",
42735,Nanso wɔbɛdi Aban Adwumayɛfoɔ Nkabomkuo no agyinasie so.,However they would respect the decision of the Public Services Workers' Union.,
46756,"Bio nso, ɛsiane sɛ tokuro a dwonsɔ nam mu pue wɔ mmaa ho no ne wɔn to kwan bɛn no nti, wɔtumi fa yadeɛ mmoa firi wɔn to kwan ano hɔ kɔ wɔn dwonsɔtwaa no mu.","Furthermore, because the bladder in women is close to their bladder, they can carry pathogens from their bladder to their bladder.",
46095,"Ɛtumi ba sɛ nna mu nkitahodie ntaa nkɔ so koraa, anaasɛ ɛkɔ so ma no boro so pii.","it can happen that there is no effective communication in bed, or it goes on excessively.",
41106,Ebinom akyerɛ obuo a wɔanya ama no ɛnam anammɔn a watu na wama n'abusua ayɛ ade titire ama no no nti.,Some have expressed respect for him for the steps he has taken to make his family a priority.,
45821,Ↄfa mmeinu no bεka adwene no no adwumayε mu haw ho asεm.,The second chapter will talk about the work of the Brain and it related health issues.,
45068,"Ↄtaa fefe, na ԑtᴐ da a, ᴐfe mogya.","He often vomits, and sometimes vomits blood.",
40632,Onimuonyamfoɔ Stephen Dapaah yɛ daanodini dada ma ekuo a Wɔhwɛ Ghana Aban Sikasɛm So wɔ Asante Mantam mu.,Honourable Stephen Dapaah is the head of the Ghana Audit Service in the Ashanti region.,
43834,"nhwehwɛmufoɔ kyerɛ sɛ, asasewosoɔ ahodoɔ a ɛsisi wɔ ɔman no mu no nyɛ deɛ ano yɛ den biara, na ɛtɔ da mpo a nnipa a wɔtete ɔman no mu no nte.","Researchers say that the types of earthquakes that occur in the country are not of any magnitude, and sometimes even the people living in the country are not aware of them.",
43645,Dutch foᴐ dii Portugal foᴐ so nkunim wᴐ ᴐsa no mu.,The Dutch had victory over the Portuguese in the war.,
44821,"Ɛbinom nso wᴐ hᴐ a sε wᴐdi aduane a wᴐn yafunu mpε anaa εnyε mma wᴐn yafunu a, εma wᴐnya ayamtim anaa εma wᴐn ayamtim yε kεse.",There are others who develop or aggravate asthma when they eat foods that their stomachs do not like or are not suitable for their stomachs.,
42176,1.Tipaeɛ - Obi a ɔwɔ mogyaborosoɔ no taa nya tipaeɛ pa ara.,1.Hemorrhoids - A person with high blood pressure often has severe headaches.,
44031,"Berɛ a Ghana nyaa faahodie 1957 mu no, Nkruma bɛyɛɛ ɔman no soafoɔ a ɔdi kan wɔ Ghana abakɔsɛm mu.","When Ghana gained independence in 1957, Nkruma became the first Prime Minister in the Ghanaian history.",
45930,"Wᴐn mmarima a wᴐfrε wᴐn Kwabena no nso yε nhyεsoᴐ saa ara, wᴐn bo yε duru, na wᴐyε mmara mmara kakra.","Their males are called Kwabena also are autocratic, very courageous, and they are sometimes principles.",
45888,"Wopɛ sɛ wobɔ wo ho ban firi saa ɔhaw yi ho a, sua sɛ wobɛbu wo hokani, na woada ahobrɛaseɛ nso adi akyerɛ no.","if you want to protect yourself from this danger, then learn how to respect your partner, and humble yourself before him.",
42588,Ayaresabea nyɛ fie.,Hospital is not like home.,
40901,"Afriyie Akoto anan mu kasaeɛ no, ↄka kyerɛɛ kookoo akuafoↄ no sɛ wↄnya ↄtwɛn honhom berɛ a aban no reyɛ ntotoeɛ de kookoo boↄ foforↄ no ato dwa nnwawↄtwe a yɛbɛsi mu no mu no.","In Dr Afriyie Akoto's position he spoke, he told the cocoa farmers to have patience while the government is making arrangement on bringing out the new cocoa prices in the coming week.",
46099,"Nanso awerɛhosɛm ne sɛ, nnipa baanu hyɛ awadeɛ ayɔnkofa ase na yadeɛ hyɛ aseɛ yi ne ho adi sɛ ɛreteetee ɔbaako a, ɛma no bɛyɛ den sɛ wɔbɛnya anigyeɛ wɔ wɔn asetena mu.","but the sad thing is that, when two couples begin the journey of marriage and sickness set in to worry one, it makes it difficult for him/her to get happiness in life.",
41413,Kyiribra yɛ Akanfoɔ amammerɛ a wɔyɛ de popa mmusuo a ɔbaa a wɔngoroo no bra no ne ɔbarima no de aka kuro no.,Kyiribra is an Akan traditional ritual perform to cleanse and purify a girl who has not gone through the menarche rituals,
41843,"Wɔfrɛɛ Alɔyafoɔ nnipa 785 a wɔagye wɔn nteteeɛ awie nnansa yi ara no kɔɔ Ghana Alɔyafoɔ Kuo, Ghana Bar no mu wɔ Obubuo 11, 2022.","The 785 recently trained Bars were called to the Ghana Bar, Ghana Bar on 11th November",
43926,Deɛ ɛtumi de saa mu yadeɛ ba anaa nneyɛeɛ ɛtumi kɔfa saa mu yadeɛ ba.,What can cause kidney diseases or actions that can lead to kidney diseases.,
43088,Nsakraeɛ a aba nsɛnkyerɛnne a ɛkasa ahodoɔ bi mu na ɛdidi soɔ no,The following are some of the modifications that have occurred in our representations.,
44393,"Ɛsiane dwuma titire a ntoma di wɔ Akanfoɔ asetenam nti, wɔto wɔn bo ase nwene ntoma a ɛyɛ fɛ na ɛsom bo pa ara de yɛ wɔn ho.","Because of the vital role of cloth in Akan society, they patiently weave beautiful and valuable cloth for themselves.",
42083,"Nhwehwɛmu ada no adi sɛ, wotaa di aprɛ yi a kokoram binom ne asikyire yareɛ ne nnwodwoeɛ mfa w'afikyire na wɔama wo maakye biara.",Research has shown that you often eat this apple with some cancers and asthma and rheumatism taking your stomach and giving you any maakye.,
43805,"Nnuro bi te sε silt ne mercury a wᴐde gu nsuo yinom mu no yε adeε a εha Ghanaman nyinaa apᴐmuden εfiri sε, wᴐtᴐn asuo yi mu abᴐdeε no bi wᴐ ᴐman no nyinaa mu, mpo beaeε a wᴐntu galamsey.","The discharge of certain chemicals such as silt and mercury into these waters is a health hazard for the whole of Ghana as some of the products of these rivers are sold throughout the country, even where galamsey is not mined.",
44621,"Ebinom fa ateetee yi mu mmerε kakra bi na wɔasane asi wɔn dada mu, ebinom nso fa mu mfeε pii ma no nya nsunsuansoɔ bɔne kεseε pa ara wɔ wɔn abrabɔ so.","Some go through this abuse for a few moments and rebuild their old, others go through it for years for it to have a very negative impact on their lives.",
45590,"Nipadua no nya nsuo a ɛsɛ sɛ ɛnya a, ɛboa ma adwene no tumi di ne dwuma ahodoɔ nyinaa.","When the body is full of the required amount of water, it helps the brain to function properly.",
47027,Okuani bɛtumi ayɛn nnanko sɛ nyɛmmoa a ɔne wɔn bɛtena fie anaasɛ ɛnam a ɔbɛtɔn anya sika.,A farmer can raise animals for a day or to sell meat for income.,
40691,"Nnipa binom susu sɛ wankↄ bi ɛfiri sɛ, ne bo nnwo Owura Ruto nkunimdie no so.","Some people suggested that he refused to attend because,  he is not happy with Mr Ruto's victory.",
43316,"Saa ara nso na yɛsusu hɛmogulobin dodoɔ a ɛwɔ ɔbarima mogya mu a, ne papa mu no ɛsɛ sɛ ɛboro 13.0g/ml.","Similarly, when we measure the amount of hemoglobin in a man’s blood, ideally, it should be more than 13.0g/ml.",
42574,Wonnim no nti na ɛtwa sɛ wosi agyinaeɛ pa na wamfa abɔfra biara amma asase yi so amma no ammɛkɔ ateetee mu.,"Because you don't know that is why you have to take a good decision, so that you don't bring a child to this world and cause he/she pains.",
44125,"Ɔka nnipa nsia a wɔkaa wɔn ho bɔɔ mu peree faahodie maa Ghana no ho, na na ɔdɔm amanyɔkuo a ɛdi kan  United Gold Coast Convention a wɔtwa no tia frɛ no UGCC no.","He was part of the six people who came together to fight for independence for Ghana, and was part of the first political party United Gold Coast Convention, abreviated as UGCC.",
41221,"Hyɛ aseɛ firi wo nufo no soro, na hwɛ hunu sɛ wode wo nsatea mmiɛnsa no amiamia wo nufo no ho nyinaa ahyia.","Starting from the top of your breasts, make sure you press your three fingers all the way around your nipples.",
44034,"Berɛ a wɔtoo ɔman aba a ɛdi kan wɔ 1960 mu no, Nkruma bɛyɛɛ ɔmanpanin a ɔdi kan wɔ Ghana abakɔsɛm mu.","When the first national elections were held in 1960, Nkruma became the first president in Ghana's history.",
41009,"Ɛnyɛ deɛ mabobɔ so yi nko ara ne nneɛma a ɛtumi de mperewanyinsɛn ba nanso sɛ yɛka sɛ yɛredi adwene dɛ akyi a, yɛbɛhwe Asuo Frao.","These are not the only things that can cause pregnancy, but if we say that we are following the lovely taste of fish, we will finish the Frao River.",
44022,"Ɔnso nso bɛduruiɛ no, ɔde ɔpɛ pa gyee amanyɔkuo no atirimpɔ no toom, firii aseɛ yɛɛ nhyiam ahodoɔ boaboaa nnipa ano sɛdeɛ ɛbɛyɛ a wɔbɛnya ɛdɔm ama wɔaboa ama wɔako atia aborɔfo no nhyɛsoɔ ne wɔn nkoasom no.","He also arrived, willingly accepted the cause of the party, and began to hold various mobilization meetings to raise an army to help fight against the oppression and slavery of the whites.",
44128,Edward Akuffo-Addo ba nimpɔn ne Ghana manpanin Nana Addo Danquah Akuffo-Addo.,Edward Akuffo-Addo's biological son is Ghanaian President Nana Addo Danquah Akuffo-Addo.,
41912,"Nsrahwɛbea yi tumi yɛ deɛ ɛda abakɔsɛm bi adi, deɛ ɛkasa fa ɔsom ne gyidie ho, deɛ ɛda abɔdeɛ binom adi ne deɛ ɛkeka ho.","These tourist attractions can be those that reveal a history, those that talk about religion and beliefs, those that showcase certain natures and so on. New text No data available Progress",
41323,"Owura kyeremeh a ɔyɛ drɔbani a ne kaa asɛe kyerɛ mu a, wadi nnansa wɔ ne kaa no kora ho.Dabiara nso, ɔtɔ ade foforɔ wɔ kaa no ho.","Mr. kyeremeh, a driver whose car is broken, explains that he has been in charge of his car for three days.Every day, he buys something new for the car.",
40983,"Wↄakyere Ukraine dehyeɛ bi a ↄyɛɛ sɛ ↄbɛma polisini bi adanmugyedeɛ, berɛ a ↄkyeree no sɛ ↄde ne hyɛn rebu n’ani wↄ Accra-Tema motorway no so a wanyɛ no yie.",A Ukrainian citizen has been arrested for attempting to bribe a police officer after he caught him driving carelessly on the Accra-Tema motorway.,
42677,"Ɛno nti, sɛ nnawɔtwe no so na wɔrekɔto abɔfra no din a, deɛ Akanfoɔ taa ka ne sɛ wɔrekɔyi no tan.","because of that, when the time is due for them to name the child then Akan's they say they are going to unveil the mother.",
45081,"Mmerԑ rekᴐ anim no, onipa no nsono mu tumi tutu ntokuro ma ᴐnya yafunu mu nnyarewa ahodoᴐ ne yafunukeka.","Over time, the person’s intestines can become perforated causing various stomach infections and diarrhea.",
42110,"ℇno akyiri no, Asɛnnie a Justice Sedinam Agbemava tenaa tire no twaa asɛm no mu, na ɔbɔɔ Mmarahyɛbadwani no ka GHC 5000 gyaee asɛm no mu.","Subsequently, the Court presided over by Justice Sedinam Agbemava dismissed the case, fining the Senator GHC 5000 and dismissing the case.",
41017,"Owura Anane wɔ n'asase a ɔde yɛ galemsey adwuma yi wɔ Manso Mpatasie, ne nkurofoɔ a wapa wɔn sɛ ɛso adwumayɛfoɔ.","Mr. Anane has his land for this galemsey project at Manso Mpatasie, and the people he has appointed as his workers.",
42223,"Abɔdeɛ mu nyansapɛfoɔ a wɔhwɛ nnuanesɛm soɔ no nam wɔn nhwehwɛmu so akyerɛ sɛ, saa nnuhuam a ɛfiri nnipa nnwuma mu yi yɛ deɛ ɛkita nnuro bi a ɛha nnipa apɔmuden.",Natural nutritionists have shown through their research that these man-made spices are associated with certain chemicals that are harmful to human health.,
42637,"Awoɔ so mfasoɔ a na Akanfoɔ ahunu nti, na wɔmfa ɔbaa a wafa afuro no nni agorɔ koraa.","because of how important childbearing is to the Akans, so they don't joke with pregnant women.",
41263,"Yɛgye di pa ara sɛ, sɛ woyɛ ɔwofoɔ anaa ɔkyerɛkyerɛni na wogye berɛ bɛhwɛ ahwɛgorɔ yi bi a, ɛbɛboa wo ama woahunu abateteɛ yie.","We strongly believe that if you are a parent or teacher and take the time to watch some of these games, it will help you to understand parenting better.",
46164,"Wɔkyerɛ sɛ, baabi a ohia ano yɛ den pa ara wɔ saa mantam yi mu no ne Adaklu Mansini no mu.","it said that, the district with most extreme poverty is the Adaklu district.",
47107,Sԑdeԑ wobԑsi abᴐ wo ho ban,Ways to protect yourself,
40626,"Yei nti, wɔyɛɛ ntɛm kɔyii aprosifoɔ asotire maa wɔmaa onipa a wakwadare wɔ nsɛmmɔnedie ho nhwehwɛmu mu bɛyɛɛ nwhwehwɛmu wɔ baabi a na amu no da no.","Due to this, they harriedly reported it to the police and they were given an NBI personel to make investigations at where the corpse was disposed.",
46025,"Memenada mmarima a wᴐfrԑ wᴐn Kwame no yԑ pempen, na wᴐka asԑm sԑdeԑ ԑteԑ.","Males born on Saturday that are called Kwame are very solid, and they say things as they are without fear or favor.",
45680,"Ɛwom, obi nhyɛ da ntwɛn sɛ yadeɛ bi bɛba ne so, anaasɛ ɔnyɛ obiara pɛ me sɛ ɔbɛkɔ mmerɛyɛ mu.","Although nobody lives to await sickness, nor wishes to fall sick or become weak.",
46972,"Ɛsiane sɛ ɛyɛ nnɔbaeɛ a ɛho hia wɔ nnipa asetenam nti, ɛtumi hyia boɔ ma okuani nya so mfasoɔ bebree.","Being an important crop in human life, it can meet the price for the farmer to benefit a lot.",
44845,"Yεbεhwε otitire bi a ne mmerεyε ne ne yea ansi ne kwan wɔ ne yiedie ho, na ɔtumi dii so nkonim.","We will look at a leader whose weaknesses and pain did not stop him from doing well, and he was able to overcome them",
43268,"Ɛwom sɛ mogya nkwammoa a ɛwɔ nipadua no mu dɔɔso yie deɛ, nanso emu mmiɛnsa  pa ara na ɛdi akotene wɔ apɔmuden mu, ɛno ne ABO mogya nkyekyɛmu.","Although there are many blood cells in the body, only three of them play a major role in health—the ABO blood group.",
45247,Ɛboa ma nipadua no nya Vaetamɛn D,It helps the body absorb Vitamin D,
45629,Wɔn nsɛm nyinaa tumi yɛ deɛ nteaseɛ biara nnim nko ara.,"Most at times, whatever they say are meaningless.",
45929,"Wᴐwᴐ ahoᴐden soronko bi wᴐ abrabᴐ mu, na wᴐhwehε sε wᴐbεde wᴐn ho berε biara.","they have a unique energy in life, and they always want to be self dependent.",
44364,"Mpo, awarefoɔ a wɔwɔ mu no binom yɛ saa ara.","Even, some of the couples in it do.",
45563,Ɛtumi sa borɔmpete,It can cure chickenpox.,
44955,"Ɔdii mfeɛ 85, ɛnna ɔgyaa ɔbaa kunani ne mmɔfra nnan wɔ akyire.","He was 85 years old, leaving behind a widow and four children.",
46769,Na ɛbɔ kwan ma wɔtumi nya saa yadeɛ yi bi.,And it prevents them from getting this disease.,
40769,"Asoeɛ yi mu nsɛm bi a yɛte firii wↄn hↄ kyerɛ sɛ, Ɛbↄ da a ɛtↄ so 13 wↄ afe yi ara mu a na ɛyɛ Benada yi ara no, obi a ↄne no di saa dwuma yi, na ↄboa no saa nneyɛɛ no sika bi a ↄbↄ hyɛɛ no na ɛmaa wↄnyaa no kyeree no.","From the ministry on September 13 of this year which was just this Tuesday, a corporate, whom he gave some of the money to for helping him with the act was the one who led his arrest.",
46108,"Afei, hwɛ sɛ wobɛkyɛ wei ama afoforɔ a wɔnnim no so adwene akɔ so, na wɔayɛ ahwɛyie wɔ ho wɔ wɔn awadeɛ mu.","again, remember to share this with others who do not know anything about it, so that they can also be mindful in their marriage.",
46699,"Animdefoᴐ ne akukudam tu fo sԑ, sԑ obi bԑnom nso wᴐ n’adidie akyi a, ԑsԑ sԑ anka anyԑ hwee koraa no ԑdi simma aduasa ansa.","Experts and experts recommend that if one drinks after a meal, it should take at least thirty minutes beforehand.",
46755,"Adɔkotafoɔ kyerɛ sɛ mmaa taa nya saa ɔhaw yi ntɛntɛm so sene mmarima ɛfiri sɛ, wɔn drobɛn a ɛgye dwonsɔ firi dwonsɔtwaa no hɔ de ba abɔntene no yɛ tia sene mmarima deɛ.",Doctors say women tend to develop this problem more quickly than men because their ducts that carry urine from the bladder to the street are shorter than men's.,
46874,"Ɛnnɛ yi deɛ, saa nhabamma yinom nyinaa ase rehye.","Today, all these vegetables are on the decline.",
46843,"Ɛsiane abɛɛfo nimdeɛ nti, ɛnnɛ deɛ, sɛ yɛreka nnwuma a ɛdi mu wɔ wiase pa ara a, kuayɔ ne adwuma a ɛdi kan.","Thanks to modern knowledge, today, when it comes to the most successful industries in the world, agriculture is the number one industry. New text No data available Progress Total 441",
41850,Wanyinya abasobɔ a ɛsom bo pii wɔ ne sukuukɔ no mu.,He has received many valuable awards during his schooling.,
44293,"Berε korᴐ no ara mu no, ne ho tumi bene te sε egya ma mpεn pii no, ano den wᴐ afidie a wᴐde sese ahobene no so no tumi duru 40C anaa 41C.","Aat the same time, it has the ability to hot like fire so that the temperature in the heating plant can usually reach 40C or 41C.",
44657,Ɛboa ma aduane a yεadie no yε adwuma wᴐ nipadua no mu yie.,It helps the body to process the food we have eaten.,
41626,"Ɛyɛ agorɔ a na ɛyɛ anika pa ara. Agorɔ yi mu dwom ne ""Pempenaa, Nanaa!See, see, see, see dada koo...""Na wɔtaa di saa gorɔ yi awia.","It is an interesting game. Some of the songs sing during the game is in session is ""Pempenaa, Nanaa!See, see, see, see dada koo..."". It is mostly played in the afternoon",
